date,tirages_analyses,boules_rejetees
2025-07-30, 29, 9, 18, 27, 36, 45, 54, 63 ,72, 81, 90
2025-07-30, 30, 1, 10, 19, 28, 37, 46, 55 ,64, 73, 82
